Ticket.ID,Ticket.Created,Date.of.Issue,Time.of.Issue,Form,Method,Issue,Caller.ID.Number,Type.of.Call.or.Messge,Advertiser.Business.Number,Zip,Location..Center.point.of.the.Zip.Code.
1000777,05/25/2016 04:53:26 PM +0000,5/5/2016,10:40 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Prerecorded Voice,312-878-0276,75025,"TX 75025
(33.090007, -96.742466)"
1000697,05/25/2016 04:27:43 PM +0000,5/25/2016,9:29 a.m.,Phone,Wired,Robocalls,646-589-0698,Prerecorded Voice,NA,20874,"MD 20874
(39.158483, -77.280856)"
1002527,05/26/2016 03:52:27 AM +0000,5/25/2016,7:05 p.m.,Phone,Wired,Robocalls,213-221-6237,Abandoned Calls,NA,95391,"CA 95391-1262
(37.773336, -121.551523)"
1001362,05/25/2016 07:44:01 PM +0000,5/25/2016,2:31 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),NA,Live Voice,NA,27516,"NC 27516
(35.913829, -79.126787)"
1002359,05/26/2016 02:16:44 AM +0000,5/20/2016,9:17 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Abandoned Calls,212-619-9999,653,"CT 00653-1605
(17.992983, -66.898712)"
1002198,05/26/2016 12:30:40 AM +0000,5/25/2016,7:25 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,442-200-6227,Prerecorded Voice,NA,32836,"FL 32836
(28.418131, -81.510452)"
1182216,09/08/2016 03:11:11 PM +0000,9/8/2016,9:34 AM,Phone,Wired,Telemarketing (including do not call and spoofing),215-383-0395,Abandoned Calls,NA,16701,"PA 16701
(41.937002, -78.696712)"
1182009,09/08/2016 01:23:10 PM +0000,9/7/2016,5:13 PM,Phone,Wired,Telemarketing (including do not call and spoofing),805-774-8785,Prerecorded Voice,805-774-8785,21131,"MD 21131
(39.506109, -76.572394)"
1000533,05/25/2016 03:34:51 PM +0000,5/25/2016,10:09 AM,Phone,Wired,Robocalls,206-823-3346,Prerecorded Voice,206-823-3346,28411,"NC 28411
(34.288582, -77.801133)"
1106841,07/27/2016 08:50:59 PM +0000,7/27/2016,3:55 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-768-7233,Prerecorded Voice,424-302-5128,48732,"MI 48732
(43.604252, -83.796631)"
1002082,05/25/2016 11:29:45 PM +0000,5/25/2016,5:19 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),713-322-9790,Live Voice,NA,77052,"TX 77052
(29.760803, -95.369506)"
1182018,09/08/2016 01:28:12 PM +0000,9/8/2016,8:02 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),276-835-0011,Prerecorded Voice,NA,5401,"VT 05401
(44.472894, -73.209569)"
1106337,07/27/2016 06:09:27 PM +0000,7/27/2016,1:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),774-555-0100,Live Voice,NA,21703,"MD 21703
(39.382213, -77.457141)"
1000593,05/25/2016 03:54:09 PM +0000,5/25/2016,10:15 AM,Phone,Wired,Telemarketing (including do not call and spoofing),530-389-5543,Live Voice,530-389-5543,19083,"PA 19083
(39.977505, -75.31077)"
1001500,05/25/2016 08:17:29 PM +0000,5/25/2016,1:46 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,812-265-4262,Prerecorded Voice,NA,62226,"IL 62226
(38.540407, -90.00035)"
1000481,05/25/2016 03:18:33 PM +0000,5/25/2016,9:08 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Prerecorded Voice,763-307-5755,77441,"TX 77441
(29.689711, -95.913035)"
1182212,09/08/2016 03:09:07 PM +0000,9/8/2016,8:26 AM,Phone,Internet (VOIP),Robocalls,877-304-6426,Prerecorded Voice,NA,10108,"NY 10108
(40.754531, -73.981138)"
1001338,05/25/2016 07:39:23 PM +0000,3/1/2016,2:09 PM,Phone,Wired,Telemarketing (including do not call and spoofing),413-362-3329,Live Voice,NA,1038,"MA 01038
(42.381735, -72.608432)"
1002162,05/26/2016 12:11:35 AM +0000,5/25/2016,6:20 PM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,4348,"ME 04348
(44.207587, -69.500238)"
1106952,07/27/2016 09:20:31 PM +0000,7/27/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Abandoned Calls,NA,16635,"PA 16635
(40.4157, -78.45712)"
1001064,05/25/2016 06:13:02 PM +0000,4/28/2016,11:09 AM,Phone,Wired,Telemarketing (including do not call and spoofing),925-418-3259,Live Voice,NA,75033,"TX 75033
(33.175325, -96.848495)"
1002045,05/25/2016 11:10:19 PM +0000,5/25/2016,6:04 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),864-721-8061,Abandoned Calls,NA,29410,"SC 29410
(32.926644, -80.004188)"
1002220,05/26/2016 12:40:55 AM +0000,5/25/2016,4:00 PM,Phone,Wired,Robocalls,844-510-1807,Prerecorded Voice,844-510-1807,93611,"CA 93611
(36.825049, -119.68081)"
1002456,05/26/2016 02:51:12 AM +0000,5/17/2016,11:55 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Abandoned Calls,203-456-8216,653,"CT 00653-1605
(17.992983, -66.898712)"
1106877,07/27/2016 09:00:48 PM +0000,7/27/2016,3:27 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),352-516-2512,Live Voice,NA,44107,"OH 44107
(41.48209, -81.800673)"
1144832,08/18/2016 12:09:04 AM +0000,8/17/2016,6:48 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),518-289-0758,Abandoned Calls,518-289-0758,20854,"MD 20854
(39.038266, -77.203413)"
1143666,08/17/2016 06:20:47 PM +0000,8/17/2016,11:16 AM,Phone,Wired,Telemarketing (including do not call and spoofing),903-405-2077,Abandoned Calls,NA,75758,"TX 75758
(32.261679, -95.515713)"
1031861,06/11/2016 11:55:39 PM +0000,6/11/2016,6:31 p.m.,Phone,Wired,Robocalls,NA,Abandoned Calls,800-536-1584,23237,"VA 23237
(37.402253, -77.460048)"
1001162,05/25/2016 06:43:39 PM +0000,5/25/2016,11:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Text Message,720-724-9347,80219,"CO 80219
(39.696096, -105.034969)"
1107813,07/28/2016 07:06:04 AM +0000,7/12/2016,7:55 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,213-266-7231,Abandoned Calls,NA,94510,"CA 94510
(38.076211, -122.148763)"
1182173,09/08/2016 02:52:12 PM +0000,9/8/2016,9:37 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Prerecorded Voice,NA,29679,"SC 29679
(34.69, -82.95)"
1000885,05/25/2016 05:23:51 PM +0000,5/25/2016,9:18 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,855-414-6220,Prerecorded Voice,NA,94044,"CA 94044
(37.617695, -122.485896)"
1106421,07/27/2016 06:32:45 PM +0000,7/27/2016,10:00 AM,Phone,Wired,Robocalls,206-483-0010,Prerecorded Voice,206-483-0010,34482,"FL 34482
(29.234069, -82.258119)"
1002248,05/26/2016 12:52:25 AM +0000,5/25/2016,6:47 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),NA,Live Voice,NA,14223,"NY 14223-2527
(42.966122, -78.836077)"
1001682,05/25/2016 09:21:29 PM +0000,5/25/2016,3:06 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),719-280-0195,Prerecorded Voice,NA,36801,"AL 36801
(32.664077, -85.391961)"
1107581,07/28/2016 01:21:55 AM +0000,7/27/2016,4:45 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,208-261-3002,Prerecorded Voice,NA,89506,"NV 89506
(39.648794, -119.847795)"
1106969,07/27/2016 09:26:11 PM +0000,7/27/2016,1:30 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),240-681-9137,Prerecorded Voice,NA,92660,"CA 92660
(33.632533, -117.874353)"
1107370,07/27/2016 11:32:43 PM +0000,7/27/2016,11:19 A.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),561-201-9233,Prerecorded Voice,NA,33129,"FL 33129
(25.755504, -80.205321)"
1000680,05/25/2016 04:20:57 PM +0000,5/25/2016,9:00 AM,Phone,Wired,Robocalls,NA,Prerecorded Voice,817-898-4792,79902,"TX 79902-2822
(31.781817, -106.484409)"
1002260,05/26/2016 12:56:48 AM +0000,5/25/2016,5:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,55442,"MN 55442
(45.046963, -93.428808)"
1002439,05/26/2016 02:45:47 AM +0000,5/25/2016,12:35 AM,Phone,Wired,Telemarketing (including do not call and spoofing),951-746-2092,Abandoned Calls,NA,21791,"MD 21791
(39.541928, -77.184525)"
1001378,05/25/2016 07:46:44 PM +0000,5/25/2016,11:35 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),646-679-4752,Live Voice,NA,92118,"CA 92118
(32.673805, -117.167763)"
1002430,05/26/2016 02:43:30 AM +0000,5/25/2016,8:00 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),866-889-4707,Live Voice,866-889-4707,75156,"TX 75156
(32.287853, -96.108274)"
1107362,07/27/2016 11:28:27 PM +0000,7/27/2016,NA,Phone,Wired,Robocalls,NA,Prerecorded Voice,347-410-6895,20852,"MD 20852-5547
(39.036505, -77.118705)"
1000603,05/25/2016 03:57:56 PM +0000,5/25/2016,9:34 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Prerecorded Voice,NA,30909,"GA 30909
(33.476388, -82.074988)"
1182381,09/08/2016 04:23:18 PM +0000,9/8/2016,9:59 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,512-298-3110,Abandoned Calls,512-298-3110,75063,"TX 75063
(32.921635, -96.974394)"
1001943,05/25/2016 10:33:45 PM +0000,5/25/2016,5:24 PM,Phone,Wired,Robocalls,857-301-7563,Autodialed Live Voice Call,NA,1540,"MA 01540
(42.117489, -71.864173)"
1107716,07/28/2016 03:37:05 AM +0000,7/27/2016,6:20 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),916-226-1527,Live Voice,916-226-1527,95678,"CA 95678
(38.762846, -121.28833)"
1001260,05/25/2016 07:17:44 PM +0000,5/25/2016,10:28 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),254-522-7532,Prerecorded Voice,NA,98408,"WA 98408
(47.199152, -122.446226)"
1001152,05/25/2016 06:41:40 PM +0000,5/25/2016,12:35 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),205-440-4477,Live Voice,NA,78231,"TX 78231
(29.577333, -98.543084)"
1001983,05/25/2016 10:46:39 PM +0000,5/25/2016,5:11 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),859-846-5238,Live Voice,NA,32904,"FL 32904
(28.072219, -80.68307)"
1106467,07/27/2016 06:49:49 PM +0000,7/27/2016,1:15 PM,Phone,Wired,Telemarketing (including do not call and spoofing),802-864-6101,Live Voice,800-804-4983,5404,"VT 05404
(44.495364, -73.184339)"
1078833,07/11/2016 08:11:55 PM +0000,7/7/2016,8:02 AM,Phone,Wired,Robocalls,NA,Abandoned Calls,NA,92223,"CA 92223
(33.945114, -116.98218)"
1143986,08/17/2016 07:43:20 PM +0000,8/17/2016,1:30 P.M.,Phone,Wireless (cell phone/other mobile device),Robocalls,877-470-2155,Prerecorded Voice,877-734-1991,47564,"IN 47564
(38.475954, -87.101448)"
1001209,05/25/2016 06:57:20 PM +0000,5/25/2016,10:00 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),415-520-7631,Live Voice,NA,93551,"CA 93551
(34.600092, -118.192379)"
1182456,09/08/2016 04:45:04 PM +0000,9/8/2016,10:16 AM,Phone,Internet (VOIP),Robocalls,406-951-0416,Prerecorded Voice,406-951-0416,48382,"MI 48382
(42.59269, -83.499839)"
1182444,09/08/2016 04:41:05 PM +0000,9/8/2016,8:33 a.m.,Phone,Wired,Telemarketing (including do not call and spoofing),844-495-7186,Prerecorded Voice,800-336-3940,44333,"OH 44333
(41.152641, -81.630758)"
1002286,05/26/2016 01:11:52 AM +0000,5/25/2016,8:07 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-795-1784,Abandoned Calls,NA,26836,"WV 26836
(39.041414, -78.979878)"
1001644,05/25/2016 09:06:20 PM +0000,5/25/2016,1:35 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,914-215-3196,Prerecorded Voice,NA,84092,"UT 84092
(40.559297, -111.822944)"
1106013,07/27/2016 04:17:01 PM +0000,7/26/2016,5:15 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),469-327-0269,Live Voice,NA,75098,"TX 75098
(33.015736, -96.545852)"
1145422,08/18/2016 02:17:34 PM +0000,8/18/2016,9:05 AM,Phone,Wired,Robocalls,NA,Prerecorded Voice,424-356-2495,21771,"MD 21771
(39.386047, -77.153897)"
1001878,05/25/2016 10:20:35 PM +0000,5/25/2016,3:04 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),720-370-7588,Live Voice,NA,80129,"CO 80129
(39.543251, -105.010483)"
1000712,05/25/2016 04:31:04 PM +0000,5/25/2016,11:18 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),953-232-4956,Live Voice,NA,22821,"VA 22821
(38.454799, -79.040756)"
1000684,05/25/2016 04:21:50 PM +0000,5/25/2016,10:57 A.M.,Phone,Wired,Telemarketing (including do not call and spoofing),801-228-0210,Abandoned Calls,NA,33990,"FL 33990
(26.629947, -81.948851)"
1143563,08/17/2016 05:55:29 PM +0000,8/17/2016,12:52 PM,Phone,Wired,Robocalls,763-710-8520,Prerecorded Voice,NA,30338,"GA 30338
(33.94392, -84.319636)"
1143888,08/17/2016 07:15:24 PM +0000,8/17/2016,10:41 a.m.,Phone,Internet (VOIP),Robocalls,626-840-0242,Prerecorded Voice,626-840-0242,98516,"WA 98516
(47.089772, -122.781876)"
1182369,09/08/2016 04:20:52 PM +0000,9/4/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),404-909-2444,Live Voice,NA,32547,"FL 32547
(30.448322, -86.628715)"
1000428,05/25/2016 02:37:12 PM +0000,5/24/2016,8:10 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),530-921-4207,Live Voice,NA,13066,"NY 13066-2015
(43.027465, -76.003999)"
1107476,07/28/2016 12:21:55 AM +0000,7/27/2016,5:37 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),760-313-7903,Text Message,NA,85295,"AZ 85295
(33.306831, -111.739735)"
1107081,07/27/2016 09:54:14 PM +0000,7/27/2016,3:30 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),855-208-2488,Prerecorded Voice,855-208-2488,73071,"OK 73071
(35.228574, -97.417519)"
1107475,07/28/2016 12:21:49 AM +0000,7/20/2016,3:00 PM,Phone,Wired,Robocalls,530-298-9248,Prerecorded Voice,530-298-9248,95682,"CA 95682
(38.642548, -120.961437)"
1107014,07/27/2016 09:35:09 PM +0000,7/27/2016,10:51 AM,Phone,Wired,Telemarketing (including do not call and spoofing),970-422-5049,Prerecorded Voice,NA,6880,"CT 06880
(41.143865, -73.348008)"
1107172,07/27/2016 10:22:51 PM +0000,7/27/2016,3:08 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),800-555-1212,Abandoned Calls,NA,83402,"ID 83402
(43.516784, -112.147632)"
1001113,05/25/2016 06:32:39 PM +0000,5/25/2016,1:16 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),240-244-6334,Prerecorded Voice,240-244-6334,29808,"SC 29808
(33.268687, -81.650849)"
1000801,05/25/2016 05:04:25 PM +0000,5/25/2016,10:48 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),919-335-6205,Live Voice,NA,75201,"TX 75201
(32.786781, -96.79859)"
1001830,05/25/2016 10:08:31 PM +0000,5/25/2016,4:50 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,201-285-1838,Prerecorded Voice,NA,18045,"PA 18045
(40.688882, -75.270095)"
1002309,05/26/2016 01:24:21 AM +0000,5/25/2016,6:56 PM,Phone,Wired,Telemarketing (including do not call and spoofing),512-675-7561,Abandoned Calls,NA,75758,"TX 75758
(32.261679, -95.515713)"
674464,11/24/2015 05:08:49 PM +0000,11/23/2015,12:00 PM,Phone,Internet (VOIP),Robocalls,972-734-1657,Prerecorded Voice,NA,80134,"CO 80134
(39.497019, -104.777755)"
1107008,07/27/2016 09:33:22 PM +0000,7/27/2016,1:59 PM,Phone,Wired,Telemarketing (including do not call and spoofing),559-237-6991,Prerecorded Voice,NA,6880,"CT 06880
(41.143865, -73.348008)"
1002171,05/26/2016 12:18:34 AM +0000,5/25/2016,9:38 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),847-829-0396,Prerecorded Voice,847-829-0396,92596,"CA 92596
(33.638018, -117.08888)"
1107681,07/28/2016 02:58:50 AM +0000,7/27/2016,6:50 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),949-438-7816,Abandoned Calls,NA,92660,"CA 92660
(33.632533, -117.874353)"
1059298,06/28/2016 07:19:14 PM +0000,6/28/2016,1:00 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,216-322-8255,Prerecorded Voice,NA,33558,"FL 33558
(28.15362, -82.51729)"
1024979,06/08/2016 01:48:12 PM +0000,6/8/2016,8:34 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,281-710-0042,Prerecorded Voice,NA,32904,"FL 32904-8150
(28.072219, -80.68307)"
1107410,07/27/2016 11:52:12 PM +0000,7/27/2016,3:45 PM,Phone,Wired,Robocalls,NA,Text Message,NA,98571,"WA 98571
(47.195433, -124.179458)"
1002092,05/25/2016 11:35:52 PM +0000,5/25/2016,6:11 PM,Phone,Wired,Telemarketing (including do not call and spoofing),910-769-0768,Abandoned Calls,910-769-0768,28546,"NC 28546
(34.782209, -77.375466)"
1000966,05/25/2016 05:48:16 PM +0000,5/25/2016,9:44 AM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,800-621-8042,86005,"AZ 86005
(35.131595, -111.668475)"
1107727,07/28/2016 03:45:30 AM +0000,7/27/2016,8:32 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),307-274-9058,Live Voice,NA,82009,"WY 82009
(41.313669, -104.828488)"
1002363,05/26/2016 02:18:25 AM +0000,5/25/2016,8:49 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),347-457-3158,Abandoned Calls,NA,10522,"NY 10522
(41.011999, -73.864226)"
1002136,05/25/2016 11:54:27 PM +0000,5/25/2016,6:41 p.m.,Phone,Wired,Robocalls,609-423-1167,Abandoned Calls,609-423-1167,7470,"NJ 07470
(40.943743, -74.249172)"
1145421,08/18/2016 02:17:23 PM +0000,8/18/2016,9:15 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),972-861-0398,Live Voice,NA,44708,"OH 44708
(40.814127, -81.428126)"
1106518,07/27/2016 07:05:19 PM +0000,7/27/2016,9:11 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),815-381-0841,Live Voice,909-233-4684,93424,"CA 93424
(35.180256, -120.733154)"
1031594,06/11/2016 07:38:19 PM +0000,6/11/2016,2:30 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),281-661-4023,Abandoned Calls,NA,20164,"VA 20164
(39.011854, -77.396019)"
1106929,07/27/2016 09:16:39 PM +0000,7/27/2016,1:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),800-592-1160,Live Voice,NA,94127,"CA 94127
(37.735395, -122.460584)"
1001745,05/25/2016 09:40:37 PM +0000,5/25/2016,1:45 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Autodialed Live Voice Call,NA,94904,"CA 94904-1253
(37.951224, -122.523186)"
1000579,05/25/2016 03:48:27 PM +0000,5/25/2016,NA,Phone,Wireless (cell phone/other mobile device),Robocalls,305-916-3490,Abandoned Calls,NA,33431,"FL 33431
(26.380735, -80.10188)"
1000921,05/25/2016 05:35:07 PM +0000,5/25/2016,9:30 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,714-241-4540,Abandoned Calls,NA,92614,"CA 92614
(33.680007, -117.828817)"
1000586,05/25/2016 03:51:51 PM +0000,5/25/2016,10:40 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,317-435-1937,Prerecorded Voice,NA,46250,"IN 46250
(39.905127, -86.067225)"
1105940,07/27/2016 03:40:22 PM +0000,7/27/2016,9:20 a.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,NA,37087,"TN 37087
(36.253861, -86.289312)"
1105854,07/27/2016 02:49:54 PM +0000,7/25/2016,10:47 a.m.,Phone,Wired,Robocalls,512-308-2424,Prerecorded Voice,512-308-2424,20852,"MD 20852
(39.050009, -77.125351)"
1000829,05/25/2016 05:08:37 PM +0000,5/25/2016,11:46 AM,Phone,Wired,Robocalls,843-788-9580,Abandoned Calls,NA,17053,"PA 17053-9522
(40.321086, -77.130004)"
1001193,05/25/2016 06:51:27 PM +0000,5/25/2016,1:00 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),917-794-2009,Live Voice,917-794-2009,8053,"NJ 08053
(39.875796, -74.902854)"
1001100,05/25/2016 06:27:04 PM +0000,5/25/2016,8:11 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),818-317-5980,Live Voice,NA,91331,"CA 91331
(34.255322, -118.42306)"
1000454,05/25/2016 02:55:36 PM +0000,5/24/2016,4:23 PM,Phone,Wired,Telemarketing (including do not call and spoofing),570-595-2777,Prerecorded Voice,NA,18325,"PA 18325
(41.218439, -75.243536)"
1001423,05/25/2016 07:57:24 PM +0000,5/24/2016,12:48 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,925-997-7732,Abandoned Calls,NA,95860,"CA 95860
(38.582087, -121.50012)"
1144848,08/18/2016 12:23:51 AM +0000,8/17/2016,7:15 p.m.,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),805-534-0853,Live Voice,NA,37804,"TN 37804
(35.784276, -83.911723)"
1106886,07/27/2016 09:03:30 PM +0000,7/27/2016,3:44 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),508-283-0281,Abandoned Calls,NA,2540,"MA 02540
(41.569616, -70.625543)"
1106060,07/27/2016 04:35:45 PM +0000,7/27/2016,10:13 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,NA,Prerecorded Voice,NA,74135,"OK 74135
(36.098265, -95.92363)"
1002202,05/26/2016 12:32:05 AM +0000,5/25/2016,5:00 PM,Phone,Wired,Telemarketing (including do not call and spoofing),708-862-5489,Abandoned Calls,NA,60633,"IL 60633-2215
(41.632785, -87.563844)"
1107373,07/27/2016 11:32:58 PM +0000,7/27/2016,10:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),NA,Live Voice,NA,11106,"NY 11106
(40.761751, -73.9312)"
1001486,05/25/2016 08:13:37 PM +0000,5/25/2016,12:03 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,718-713-6547,Autodialed Live Voice Call,NA,85340,"AZ 85340
(33.510422, -112.390741)"
1000296,05/25/2016 11:15:29 AM +0000,5/1/2016,1:00 PM,Phone,Internet (VOIP),Robocalls,866-410-0458,Autodialed Live Voice Call,NA,33324,"FL 33324
(26.11294, -80.27429)"
1000338,05/25/2016 01:30:34 PM +0000,5/24/2016,4:00 p.m.,Phone,Wired,Telemarketing (including do not call and spoofing),214-793-1666,Abandoned Calls,NA,71909,"AR 71909
(34.652444, -92.980651)"
1002355,05/26/2016 02:11:52 AM +0000,5/25/2016,5:56 P.M.,Phone,Wired,Telemarketing (including do not call and spoofing),657-271-1026,Live Voice,NA,90064,"CA 90064
(34.035932, -118.426899)"
395032,07/10/2015 05:04:46 PM +0000,7/10/2015,9:00 AM,Phone,Wired,Telemarketing (including do not call and spoofing),203-318-9282,Live Voice,NA,89012,"NV 89012
(36.017867, -115.050712)"
1000881,05/25/2016 05:22:43 PM +0000,5/25/2016,12:16 PM,Phone,Wireless (cell phone/other mobile device),Robocalls,309-278-5655,Prerecorded Voice,NA,2840,"RI 02840
(41.484495, -71.3146)"
1000980,05/25/2016 05:52:47 PM +0000,5/25/2016,12:44 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),610-743-3242,Prerecorded Voice,NA,17522,"PA 17522
(40.174693, -76.175963)"
1106736,07/27/2016 08:19:20 PM +0000,7/27/2016,2:10 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),402-382-7107,Live Voice,NA,68123,"NE 68123
(41.116249, -95.950704)"
1001208,05/25/2016 06:57:15 PM +0000,5/25/2016,12:45 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),717-685-2319,Prerecorded Voice,717-685-2319,33511,"FL 33511
(27.911576, -82.294887)"
1106379,07/27/2016 06:19:40 PM +0000,7/27/2016,1:09 p.m.,Phone,Wireless (cell phone/other mobile device),Robocalls,727-919-2344,Prerecorded Voice,NA,24018,"VA 24018
(37.219764, -80.025353)"
1028340,06/09/2016 09:06:08 PM +0000,6/9/2016,1:45 PM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),202-444-4444,Live Voice,NA,83705,"ID 83705
(43.579675, -116.224114)"
1001180,05/25/2016 06:49:25 PM +0000,5/25/2016,1:45 PM,Phone,Wired,Telemarketing (including do not call and spoofing),571-298-8720,Prerecorded Voice,NA,10952,"NY 10952
(41.115844, -74.078248)"
1000939,05/25/2016 05:39:02 PM +0000,5/25/2016,12:30 PM,Phone,Internet (VOIP),Telemarketing (including do not call and spoofing),646-885-0551,Live Voice,NA,43228,"OH 43228
(39.956854, -83.127376)"
1059892,06/28/2016 10:18:39 PM +0000,6/28/2016,10:34 AM,Phone,Wireless (cell phone/other mobile device),Robocalls,202-754-8416,Prerecorded Voice,NA,89432,"NV 89432
(39.54, -119.75)"
1182265,09/08/2016 03:29:28 PM +0000,9/8/2016,10:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),253-203-1848,Prerecorded Voice,253-203-1848,28716,"NC 28716
(35.492395, -82.841163)"
1001715,05/25/2016 09:29:09 PM +0000,5/9/2016,1:00 p.m.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),314-930-5122,Live Voice,314-930-5122,63119,"MO 63119
(38.588208, -90.351101)"
1182007,09/08/2016 01:19:54 PM +0000,9/8/2016,NA,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Abandoned Calls,NA,29418,"SC 29418
(32.887609, -80.061602)"
1002024,05/25/2016 11:00:50 PM +0000,5/11/2016,5:44 P.M.,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),585-203-9275,Prerecorded Voice,NA,14616,"NY 14616
(43.233155, -77.655373)"
1107499,07/28/2016 12:36:22 AM +0000,7/22/2016,6:00 AM,Phone,Wireless (cell phone/other mobile device),Telemarketing (including do not call and spoofing),NA,Live Voice,NA,90034,"CA 90034
(34.030429, -118.399737)"
