case_ID,wave,year,weight_wave,weight_aggregate,happening,cause_original,cause_other_text,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,reg_coal_emissions,discuss_GW,hear_GW_media,gender,age,age_category,generation,educ,educ_category,minincome,income_category,race,ideology,party,party_w_leaners,party_x_ideo,registered_voter,region9,region4,religion,religion_other_nonchristian,evangelical,service_attendance,marit_status,employment,house_head,house_size,house_ages0to1,house_ages2to5,house_ages6to12,house_ages13to17,house_ages18plus,house_type,house_own
1886,1,1,0.14,0.07632649,3,1,,6,2,3,2,2,2,4,4,4,3,4,3,NA,2,NA,1,38,2,3,13,4,85000,2,3,3,1,1,4,1,8,4,15,,2,1,1,1,2,3,0,0,1,0,2,1,1
1887,1,1,1.72,0.93772546,2,2,,4,1,1,0,0,0,0,0,1,3,3,3,NA,1,NA,2,40,2,3,9,2,20000,1,1,3,1,1,4,1,6,3,11,,1,5,2,1,2,1,0,0,0,0,1,1,1
1888,1,1,1.26,0.68693842,2,1,,6,1,3,3,3,3,3,3,2,2,3,4,NA,2,NA,1,30,1,3,5,1,5000,1,1,3,5,4,-2,2,5,3,1,,1,5,6,6,1,3,0,0,0,0,3,1,3
1890,1,1,3.48,1.89725849,2,1,,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,-1,NA,2,20,1,2,9,2,40000,1,4,-1,-1,-1,-1,-1,2,1,-1,,-1,-1,6,7,2,3,0,0,0,0,3,3,2
1891,1,1,1.1,0.59970814,3,1,,6,2,3,2,2,2,2,2,3,3,2,3,NA,3,NA,1,24,1,2,9,2,50000,2,1,3,2,2,2,2,6,3,2,,2,1,5,1,1,4,0,0,0,0,4,1,2
1892,1,1,1.43,0.77962059,2,3,both,5,2,3,2,2,3,3,4,3,3,3,4,NA,1,NA,2,59,3,4,6,1,15000,1,1,2,2,2,1,1,5,3,11,,2,3,1,7,2,3,0,0,0,0,3,4,1
1893,1,1,5.12,2.79136881,3,1,,6,4,4,2,3,4,4,4,5,4,4,4,NA,4,NA,1,21,1,2,11,3,75000,2,4,1,2,2,1,2,5,3,3,,2,5,5,1,1,3,0,0,0,0,3,1,1
1894,1,1,1.34,0.73055356,3,3,It is cyclical,4,2,3,3,3,3,4,3,6,4,3,3,NA,2,NA,1,47,2,4,9,2,85000,2,1,3,3,3,3,2,8,4,15,,2,1,1,1,2,2,0,0,0,0,2,1,1
1896,1,1,1.34,0.73055356,3,1,,6,4,3,2,3,3,4,3,5,4,2,3,NA,2,NA,1,28,1,3,12,4,15000,1,1,4,3,1,5,1,3,2,2,,2,3,1,7,2,2,0,0,0,0,2,3,2
1897,1,1,1.02,0.55609301,3,1,,6,2,4,3,3,3,3,3,6,4,4,4,NA,3,NA,2,55,3,4,8,1,20000,1,1,3,3,3,3,2,3,2,15,,3,1,6,1,1,2,0,0,0,0,2,4,1
1898,1,1,0.58,0.31620975,3,1,,6,4,4,3,3,4,4,4,6,4,4,4,NA,2,NA,2,58,3,4,14,4,175000,3,1,2,2,2,1,1,2,1,5,,2,3,1,1,2,2,0,0,0,0,2,1,1
1899,1,1,0.45,0.24533515,1,4,,3,3,1,1,1,1,1,1,1,1,4,4,NA,1,NA,1,40,2,3,12,4,40000,1,1,3,5,4,-2,2,6,3,1,,1,1,5,1,2,1,0,0,0,0,1,1,1
1900,1,1,5.12,2.79136881,3,2,,4,1,2,1,2,2,3,3,2,4,3,4,NA,1,NA,1,21,1,2,10,3,85000,2,1,3,2,2,2,1,7,3,1,,2,1,5,7,1,5,0,0,1,0,4,1,1
1901,1,1,0.64,0.3489211,1,2,,4,2,1,1,1,1,0,1,2,3,2,2,NA,2,NA,2,67,3,5,9,2,20000,1,1,5,3,1,5,1,9,4,15,,2,1,3,6,2,2,0,0,0,0,2,1,1
1904,1,1,0.27,0.14720109,3,1,,6,2,3,3,4,4,4,4,6,4,2,3,NA,1,NA,2,40,2,3,11,3,75000,2,3,3,3,3,3,1,7,3,3,,2,4,1,1,2,2,0,0,0,0,2,1,1
1905,1,1,0.59,0.32166164,3,1,,6,4,3,2,2,4,4,4,6,3,3,3,NA,2,NA,2,34,1,3,12,4,75000,2,1,3,5,4,-2,1,2,1,2,,2,2,5,1,1,3,0,0,0,0,3,1,1
1906,1,1,3.34,1.820932,3,1,,6,2,3,2,2,3,4,4,6,3,1,4,NA,2,NA,2,27,1,2,12,4,75000,2,3,3,3,3,3,2,2,1,15,,2,1,1,1,1,2,0,0,0,0,2,1,1
1907,1,1,1.16,0.6324195,3,2,,4,1,3,1,2,2,3,3,4,3,-1,-1,NA,2,NA,2,74,3,5,9,2,30000,1,1,3,5,4,-2,2,9,4,3,,-1,5,1,5,2,2,0,0,0,0,2,1,1
1908,1,1,1.24,0.67603463,3,1,,6,2,3,0,0,0,0,0,6,-1,4,4,NA,2,NA,1,69,3,5,9,2,40000,1,4,3,2,2,2,1,2,1,3,,2,2,1,5,2,3,0,0,0,0,3,1,1
1912,1,1,1.36,0.74145734,3,1,,6,4,3,2,4,4,4,4,3,3,4,4,NA,2,NA,2,62,3,4,13,4,75000,2,1,4,3,1,5,1,4,2,2,,2,5,3,5,2,3,0,0,0,0,3,2,1
1913,1,1,0.62,0.33801732,3,1,,6,4,3,2,2,2,3,2,6,1,1,2,NA,2,NA,2,62,3,4,9,2,35000,1,1,3,1,1,4,1,5,3,1,,1,5,1,1,2,2,0,0,0,0,2,1,1
1914,1,1,0.72,0.39253624,2,1,,6,2,-1,0,0,0,0,0,-1,-1,-1,-1,NA,1,NA,1,30,1,3,9,2,100000,3,1,-1,5,4,-2,3,9,4,-1,,-1,1,5,1,1,4,0,0,0,0,4,1,1
1916,1,1,1.4,0.76326491,1,1,,6,4,2,1,4,3,0,3,5,3,3,4,NA,3,NA,1,21,1,2,9,2,40000,1,1,4,3,3,3,1,8,4,11,,2,2,5,4,1,4,0,0,0,0,4,1,1
1917,1,1,1.53,0.83413951,3,1,,6,4,3,0,3,3,4,4,6,4,4,4,NA,3,NA,2,47,2,4,12,4,75000,2,1,2,3,3,3,1,4,2,2,,2,3,5,1,2,1,0,0,0,0,1,1,1
1918,1,1,0.7,0.38163245,2,2,,4,4,2,0,0,-1,0,-1,6,3,2,4,NA,2,NA,2,78,3,5,5,1,10000,1,1,3,2,2,2,1,3,2,3,,2,5,1,5,2,2,0,0,0,0,2,1,1
1919,1,1,0.32,0.17446055,1,-1,,-1,2,1,0,0,0,0,0,1,3,3,4,NA,1,NA,2,57,3,4,11,3,40000,1,1,4,1,1,5,1,5,3,1,,1,6,1,7,2,2,0,0,0,0,2,1,1
1921,1,1,0.22,0.11994163,2,1,,6,1,3,0,0,0,0,0,5,4,4,4,NA,1,NA,1,30,1,3,9,2,40000,1,3,3,5,4,-2,2,4,2,11,,3,1,5,1,1,4,0,0,0,0,4,1,1
1923,1,1,0.52,0.28349839,3,1,,6,4,4,3,4,4,4,4,5,4,4,4,NA,3,NA,1,52,2,4,13,4,100000,3,1,2,2,2,1,1,3,2,3,,2,3,1,1,2,4,0,0,0,0,4,1,1
1925,1,1,1.35,0.73600545,3,1,,6,4,1,0,0,0,0,0,6,3,4,3,NA,2,NA,2,73,3,5,9,2,40000,1,1,3,3,1,4,1,3,2,12,,2,1,1,5,2,2,0,0,0,0,2,1,1
1926,1,1,0.57,0.31075786,3,1,,6,2,4,4,4,4,4,4,4,4,3,4,NA,3,NA,1,56,3,4,9,2,85000,2,1,2,3,1,4,1,5,3,1,,2,3,1,1,2,1,0,0,0,0,1,1,1
1927,1,1,1.13,0.61606382,3,1,,6,1,3,3,3,4,4,4,6,3,3,3,NA,2,NA,2,33,1,3,11,3,12500,1,1,3,1,1,4,1,5,3,11,,2,3,4,7,1,1,0,0,0,0,1,1,1
1928,1,1,0.5,0.27259461,3,1,,6,1,4,3,4,4,4,4,5,3,3,3,NA,3,NA,2,30,1,3,8,1,35000,1,1,3,3,3,3,1,2,1,2,,2,2,1,7,1,4,1,1,0,0,2,1,2
1929,1,1,0.84,0.45795895,2,1,,6,1,2,0,0,0,0,0,6,-1,-1,-1,NA,1,NA,2,51,2,4,9,2,75000,2,1,5,1,1,5,2,2,1,3,,2,1,6,1,2,3,0,0,0,0,3,2,2
1930,1,1,2.1,1.14489736,2,2,,4,2,3,3,3,3,4,3,3,2,2,4,NA,2,NA,1,44,2,4,10,3,40000,1,1,4,1,1,5,1,6,3,1,,1,5,4,1,2,2,0,0,0,0,2,1,1
1932,1,1,0.47,0.25623893,3,2,,4,2,1,1,1,1,1,1,1,1,1,3,NA,2,NA,1,88,3,6,10,3,75000,2,1,5,1,1,5,1,5,3,2,,2,4,1,5,2,2,0,0,0,0,2,1,1
1933,1,1,0.64,0.3489211,3,1,,6,4,3,0,0,0,0,0,3,2,4,3,NA,1,NA,1,47,2,4,9,2,40000,1,1,3,3,3,3,1,7,3,3,,2,1,1,1,2,2,0,0,0,0,2,1,1
1934,1,1,1.13,0.61606382,3,2,,4,2,1,1,1,1,1,1,1,1,2,4,NA,2,NA,2,29,1,3,12,4,40000,1,1,5,3,1,5,1,5,3,11,,1,6,1,2,2,2,0,0,0,0,2,1,1
1936,1,1,1.17,0.63787139,3,1,,6,4,3,1,3,4,4,4,6,4,3,4,NA,3,NA,2,36,2,3,12,4,30000,1,3,2,2,2,1,1,3,2,1,,1,5,5,2,2,1,0,0,0,0,1,1,1
1937,1,1,0.97,0.52883354,3,3,"It is the fulfillment of the HOLY BIBLE. I belive there will come a day when ""we wont be able to tell the differences in the seasons"" as the bible reads.",2,1,3,3,4,4,4,4,6,4,4,4,NA,1,NA,2,57,3,4,9,2,10000,1,1,4,3,3,3,1,5,3,1,,1,3,3,6,2,1,0,0,0,0,1,3,2
1938,1,1,1.34,0.73055356,1,2,,4,2,1,1,1,1,1,2,1,3,3,4,NA,3,NA,1,28,1,3,12,4,75000,2,1,4,1,1,5,1,5,3,1,,1,6,1,1,2,2,0,0,0,0,2,2,2
1939,1,1,0.64,0.3489211,3,1,,6,2,3,0,0,0,0,0,-1,3,-1,4,NA,3,NA,1,38,2,3,9,2,20000,1,1,2,3,2,1,1,3,2,15,,2,1,1,4,2,5,0,0,0,3,2,4,2
1941,1,1,0.68,0.37072867,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,NA,3,NA,2,53,2,4,12,4,50000,2,4,3,3,2,2,1,7,3,3,,2,5,3,1,2,1,0,0,0,0,1,1,1
1942,1,1,1.01,0.55064111,1,2,,4,4,2,3,3,3,3,3,2,3,3,3,NA,3,NA,2,44,2,4,9,2,100000,3,1,1,1,1,4,1,5,3,11,,1,5,1,1,2,4,0,0,0,0,4,1,1
1945,1,1,2.85,1.55378928,3,2,,4,4,3,4,4,4,4,4,6,3,1,4,NA,1,NA,2,52,2,4,10,3,35000,1,2,4,2,2,2,1,5,3,9,,1,6,4,1,2,2,0,0,0,0,2,1,2
1947,1,1,0.59,0.32166164,1,4,,3,2,1,1,1,1,0,1,1,1,1,2,NA,2,NA,1,50,2,4,9,2,100000,3,1,4,1,1,5,1,6,3,15,,2,1,1,2,2,2,0,0,0,0,2,1,1
1948,1,1,0.61,0.33256542,3,2,,4,2,1,1,1,1,2,2,-1,3,3,3,NA,2,NA,1,68,3,5,9,2,40000,1,1,4,1,1,5,1,2,1,2,,2,1,3,1,2,1,0,0,0,0,1,1,1
1949,1,1,0.91,0.49612219,3,2,,4,2,2,1,2,3,3,3,3,3,2,4,NA,1,NA,1,53,2,4,12,4,75000,2,1,4,1,1,5,1,5,3,1,,1,6,1,1,2,2,0,0,0,0,2,1,1
1951,1,1,1.63,0.88865843,3,1,,6,4,4,3,0,4,4,4,6,3,3,4,NA,4,NA,2,56,3,4,12,4,175000,3,1,2,2,2,1,1,5,3,15,,2,1,1,7,2,4,0,0,0,0,4,1,1
1952,1,1,3.57,1.94632552,3,1,,6,4,4,4,4,4,4,4,6,4,4,4,NA,2,NA,2,63,3,5,3,1,7500,1,2,3,2,2,2,1,2,1,9,,1,4,3,6,1,4,0,0,1,1,2,1,1
1954,1,1,0.48,0.26169083,2,2,,4,2,2,2,3,2,3,3,2,3,3,4,NA,1,NA,1,41,2,3,10,3,60000,2,1,2,2,2,1,1,5,3,1,,3,4,1,1,2,4,0,0,1,1,2,1,1
1955,1,1,0.78,0.42524759,2,2,,4,2,2,1,0,0,0,0,1,4,3,4,NA,2,NA,2,37,2,3,10,3,60000,2,1,3,3,1,4,1,4,2,2,,3,2,1,1,2,4,1,1,0,0,2,1,1
1956,1,1,0.29,0.15810487,3,2,,4,2,2,2,2,2,2,2,2,2,3,3,NA,2,NA,2,64,3,5,11,3,30000,1,1,3,1,1,4,1,8,4,4,,2,5,1,5,2,1,0,0,0,0,1,1,1
1957,1,1,0.38,0.2071719,1,2,,4,3,1,1,1,1,1,1,2,3,2,4,NA,2,NA,2,39,2,3,7,1,85000,2,1,4,1,1,5,1,1,1,3,,2,2,1,7,2,5,0,1,1,1,2,1,1
1958,1,1,1.98,1.07947466,3,3,human and natural,5,2,3,4,4,4,4,4,6,4,2,3,NA,4,NA,2,47,2,4,11,3,30000,1,1,4,4,3,3,1,5,3,1,,1,3,1,1,1,2,0,0,0,0,2,1,1
1959,1,1,0.34,0.18536434,3,2,,4,2,2,1,1,1,3,3,1,2,1,4,NA,2,NA,1,43,2,3,9,2,20000,1,1,2,4,3,3,1,5,3,1,,2,1,3,4,1,2,0,0,0,0,2,1,1
1960,1,1,0.55,0.29985407,3,1,,6,4,3,1,1,1,4,2,3,4,4,4,NA,1,NA,1,40,2,3,11,3,100000,3,3,4,1,1,5,1,9,4,3,,3,4,1,1,2,5,0,1,1,0,3,1,1
1962,1,1,1.67,0.910466,3,1,,6,4,2,2,2,3,3,3,4,2,1,4,NA,2,NA,1,40,2,3,12,4,100000,3,1,3,2,2,2,1,9,4,15,,2,1,5,1,2,1,0,0,0,0,1,1,1
1963,1,1,0.72,0.39253624,1,2,,4,1,2,3,3,3,3,3,1,4,4,4,NA,2,NA,1,67,3,5,10,3,7500,1,1,5,1,1,5,1,2,1,3,,2,5,5,2,2,1,0,0,0,0,1,3,2
1964,1,1,0.5,0.27259461,3,1,,6,1,3,0,0,0,3,3,-1,3,3,4,NA,2,NA,2,65,3,5,9,2,40000,1,1,4,2,2,2,1,7,3,3,,2,6,1,5,2,3,0,0,0,0,3,1,1
1966,1,1,0.6,0.32711353,3,1,,6,2,3,0,0,0,4,4,6,4,3,4,NA,1,NA,1,66,3,5,6,1,35000,1,1,5,2,2,2,1,3,2,15,,2,1,1,5,1,2,0,0,0,0,2,1,1
1967,1,1,1.53,0.83413951,3,1,,6,2,3,0,3,3,4,4,4,4,3,4,NA,1,NA,2,80,3,5,11,3,15000,1,2,2,2,2,1,1,2,1,2,,2,5,2,5,2,1,0,0,0,0,1,1,1
1968,1,1,0.42,0.22897947,3,1,,6,4,3,3,4,4,4,4,6,3,4,4,NA,2,NA,1,63,3,5,11,3,60000,2,1,3,3,3,3,1,5,3,1,,2,1,1,5,2,2,0,0,0,0,2,1,1
1969,1,1,0.38,0.2071719,3,1,,6,4,4,0,0,0,0,0,6,4,4,4,NA,4,NA,1,44,2,4,8,1,25000,1,1,3,5,4,-2,2,3,2,2,,2,1,1,4,2,2,0,0,0,0,2,2,2
1970,1,1,0.96,0.52338165,3,1,,6,4,3,1,4,0,4,4,4,3,4,3,NA,1,NA,2,54,2,4,9,2,35000,1,2,2,2,2,1,1,3,2,1,,2,3,6,1,2,3,0,0,0,0,3,1,2
1971,1,1,1.21,0.65967896,3,1,,6,4,3,2,4,4,4,4,6,3,2,4,NA,1,NA,2,45,2,4,10,3,12500,1,1,4,3,3,3,1,5,3,1,,1,4,3,1,2,2,0,1,0,0,1,4,1
1972,1,1,4.22,2.30069851,3,1,,6,4,3,4,4,4,4,4,6,3,1,3,NA,2,NA,1,58,3,4,4,1,85000,2,4,2,1,1,4,1,2,1,3,,2,5,3,1,2,1,0,0,0,0,1,2,2
1975,1,1,1.62,0.88320654,3,1,,6,3,3,3,4,4,4,4,4,3,3,4,NA,2,NA,2,37,2,3,13,4,100000,3,1,2,2,2,1,1,3,2,3,,2,3,1,1,2,1,0,0,0,0,1,1,1
1976,1,1,0.54,0.29440218,3,1,,6,4,3,2,3,4,4,4,5,3,3,3,NA,2,NA,1,64,3,5,10,3,75000,2,1,4,3,3,3,1,2,1,2,,2,2,3,5,2,1,0,0,0,0,1,1,1
1977,1,1,2.19,1.19396439,1,2,,4,2,2,3,3,1,2,1,6,3,1,3,NA,1,NA,1,55,3,4,11,3,7500,1,1,4,1,1,5,1,3,2,9,,1,5,5,6,2,1,0,0,0,0,1,3,2
1981,1,1,0.34,0.18536434,2,1,,6,1,2,3,3,3,4,3,4,4,3,3,NA,2,NA,1,55,3,4,10,3,20000,1,1,4,2,2,2,1,1,1,15,,3,1,5,4,2,4,0,0,0,0,4,3,2
1982,1,1,0.48,0.26169083,3,1,,6,4,3,2,3,4,3,4,6,1,4,3,NA,3,NA,1,38,2,3,12,4,75000,2,1,2,2,2,1,1,4,2,2,,2,2,1,1,2,3,0,1,0,0,2,1,1
1984,1,1,1.74,0.94862924,3,1,,6,4,3,1,2,3,3,4,4,2,3,2,NA,2,NA,2,42,2,3,9,2,100000,3,1,5,1,1,5,1,3,2,3,,2,3,1,1,2,2,0,0,0,0,2,1,1
1985,1,1,1.07,0.58335247,3,1,,6,4,3,0,0,0,0,0,4,3,2,4,NA,1,NA,1,63,3,5,9,2,50000,2,1,3,3,3,3,1,5,3,1,,2,2,1,5,1,2,0,0,0,0,2,1,1
1986,1,1,0.83,0.45250705,3,3,both,5,4,3,2,3,3,4,4,5,3,3,3,NA,3,NA,1,59,3,4,9,2,20000,1,1,3,1,1,4,2,8,4,1,,3,2,1,4,2,3,0,0,0,1,2,1,2
1987,1,1,3.42,1.86454713,2,2,,4,4,2,0,0,0,0,0,2,3,3,3,NA,1,NA,1,42,2,3,9,2,30000,1,1,3,5,4,-2,2,2,1,2,,2,1,3,1,2,1,0,0,0,0,1,2,2
1989,1,1,0.28,0.15265298,3,1,,6,2,3,-1,3,4,4,0,3,3,4,4,NA,3,NA,1,73,3,5,10,3,85000,2,1,3,2,2,2,1,3,2,3,,2,3,1,1,2,2,0,0,0,0,2,1,1
1990,1,1,0.54,0.29440218,3,1,,6,2,3,2,3,3,4,3,3,4,4,4,NA,2,NA,2,50,2,4,9,2,50000,2,1,2,3,2,1,1,2,1,15,,2,1,5,1,2,1,0,0,0,0,1,1,1
1991,1,1,1.02,0.55609301,3,1,,6,4,4,2,4,4,4,4,6,3,3,4,NA,4,NA,2,61,3,4,13,4,10000,1,3,1,2,2,1,1,8,4,12,,2,2,1,6,1,2,0,0,0,0,2,2,3
1992,1,1,0.43,0.23443136,3,1,,6,4,4,2,4,4,4,4,4,4,4,4,NA,3,NA,2,65,3,5,13,4,40000,1,1,1,2,2,1,1,2,1,5,,2,1,5,1,2,1,0,0,0,0,1,2,1
1993,1,1,0.84,0.45795895,3,1,,6,1,4,0,0,0,0,4,6,4,3,4,NA,2,NA,2,47,2,4,10,3,60000,2,1,2,2,2,1,1,3,2,3,,2,1,1,4,2,2,0,0,0,0,2,3,1
1994,1,1,1.24,0.67603463,1,2,,4,2,1,1,1,1,1,1,1,3,3,3,NA,2,NA,2,70,3,5,9,2,35000,1,1,5,1,1,5,1,4,2,1,,1,6,1,7,2,2,0,0,0,0,2,1,1
1995,1,1,1.78,0.97043681,2,4,,3,1,1,0,0,0,0,0,-1,1,1,-1,NA,1,NA,2,50,2,4,9,2,5000,1,2,1,2,2,1,1,5,3,1,,1,4,3,6,2,2,0,0,0,0,2,4,2
1997,1,1,1.21,0.65967896,3,2,,4,2,3,2,3,4,0,0,6,3,4,3,NA,3,NA,1,76,3,5,5,1,20000,1,1,3,3,1,4,1,5,3,1,,1,2,1,5,2,2,0,0,0,0,2,1,1
1998,1,1,1.16,0.6324195,2,2,,4,2,1,0,0,0,0,0,2,3,3,4,NA,1,NA,2,71,3,5,11,3,60000,2,1,3,5,4,-2,1,4,2,2,,2,3,1,5,2,2,0,0,0,0,2,1,1
2000,1,1,2.06,1.12308979,3,1,,6,4,2,3,3,3,3,3,6,3,3,3,NA,2,NA,2,88,3,6,9,2,25000,1,1,2,2,2,1,1,5,3,5,,2,2,1,5,2,2,0,0,0,0,2,3,1
2001,1,1,0.25,0.13629731,2,2,,4,2,2,1,1,1,2,2,1,3,4,4,NA,3,NA,2,64,3,5,10,3,50000,2,1,4,3,1,5,1,2,1,2,,2,4,1,5,2,2,0,0,0,0,2,1,1
2003,1,1,0.57,0.31075786,3,1,,6,2,3,2,3,3,4,4,3,3,4,3,NA,3,NA,1,52,2,4,10,3,85000,2,1,3,3,3,3,1,3,2,3,,2,5,1,1,2,3,0,0,0,0,3,1,1
2005,1,1,1.35,0.73600545,3,1,,6,4,4,4,3,4,4,4,5,4,4,4,NA,3,NA,1,50,2,4,12,4,100000,3,3,3,5,4,-2,1,9,4,8,,2,2,1,1,2,2,0,0,0,0,2,1,1
2006,1,1,1.63,0.88865843,3,1,,6,4,3,1,1,1,4,4,4,3,4,4,NA,3,NA,2,52,2,4,11,3,50000,2,1,2,2,2,1,1,7,3,12,,3,2,6,1,2,4,0,2,0,0,2,1,2
2007,1,1,0.32,0.17446055,3,2,,4,2,1,1,2,2,2,2,2,3,1,3,NA,2,NA,1,33,1,3,10,3,35000,1,1,4,1,1,5,1,3,2,2,,2,2,3,1,1,2,0,0,0,0,2,1,1
2008,1,1,0.48,0.26169083,1,2,,4,2,3,2,2,4,3,4,4,3,4,4,NA,3,NA,2,74,3,5,12,4,40000,1,1,2,3,3,3,1,7,3,1,,2,2,1,5,2,2,0,0,0,0,2,2,1
2010,1,1,0.58,0.31620975,3,3,combination of human activities and natural changes in the environment,5,4,3,1,4,4,4,4,6,3,3,4,NA,3,NA,2,38,2,3,12,4,50000,2,1,1,2,2,1,1,8,4,15,,2,1,1,1,2,2,0,0,0,0,2,1,1
2011,1,1,0.36,0.19626812,3,1,,6,2,4,2,3,4,4,4,6,4,4,4,NA,3,NA,2,73,3,5,13,4,60000,2,1,1,2,2,1,1,1,1,2,,2,4,3,2,2,1,0,0,0,0,1,1,1
2012,1,1,0.34,0.18536434,3,2,,4,1,2,2,2,3,3,3,3,3,2,3,NA,1,NA,2,22,1,2,10,3,100000,3,1,5,1,1,5,1,5,3,4,,2,5,5,1,1,4,0,0,0,0,4,1,1
2013,1,1,0.87,0.47431462,3,1,,6,4,3,3,4,4,4,4,6,4,3,4,NA,3,NA,2,60,3,4,8,1,35000,1,1,2,1,1,4,1,5,3,1,,-1,5,1,1,2,3,0,0,0,0,3,1,1
2014,1,1,2.15,1.17215682,2,2,,4,1,3,3,3,3,3,3,3,4,4,4,NA,1,NA,1,73,3,5,8,1,50000,2,1,3,2,2,2,1,9,4,9,,1,5,1,5,2,2,0,0,0,0,2,1,1
2015,1,1,0.57,0.31075786,3,1,,6,4,3,2,3,4,4,4,6,4,4,4,NA,3,NA,2,44,2,4,12,4,12500,1,1,2,3,2,1,1,2,1,15,,2,3,3,7,1,1,0,0,0,0,1,3,2
2016,1,1,0.81,0.44160327,3,1,,6,4,-1,0,0,3,4,2,4,2,3,2,NA,2,NA,2,25,1,2,12,4,125000,3,4,3,5,4,-2,1,9,4,12,,2,1,5,1,1,2,0,0,0,0,2,1,1
2017,1,1,0.28,0.15265298,3,1,,6,4,4,4,4,4,4,4,4,4,3,4,NA,3,NA,2,60,3,4,13,4,0,1,1,1,2,2,1,1,5,3,15,,2,1,3,7,2,1,0,0,0,0,1,1,1
2019,1,1,5.01,2.731398,3,1,,6,1,4,3,3,3,3,3,6,2,2,3,NA,2,NA,2,27,1,2,9,2,35000,1,4,3,2,2,2,3,8,4,3,,2,2,1,7,2,7,0,1,2,0,4,2,2
2022,1,1,0.6,0.32711353,3,1,,6,4,3,2,2,3,0,3,6,4,4,4,NA,1,NA,1,51,2,4,11,3,60000,2,1,3,2,2,2,1,2,1,3,,2,3,1,1,2,2,0,0,0,0,2,3,1
2023,1,1,0.31,0.16900866,2,1,,6,1,2,0,0,0,0,0,-1,3,3,3,NA,1,NA,2,67,3,5,9,2,40000,1,1,3,2,2,2,1,9,4,2,,3,5,6,5,1,2,0,0,0,0,2,2,2
2027,1,1,1.72,0.93772546,2,2,,4,2,2,1,1,1,1,1,1,2,2,4,NA,1,NA,1,54,2,4,12,4,60000,2,1,3,3,1,4,1,5,3,2,,1,5,1,1,2,2,0,0,0,0,2,1,1
2028,1,1,0.54,0.29440218,3,2,,4,2,3,3,3,3,3,3,6,2,3,3,NA,1,NA,1,71,3,5,10,3,35000,1,1,2,1,1,4,1,2,1,2,,2,3,5,1,2,1,0,0,0,0,1,3,2
2029,1,1,0.49,0.26714272,3,3,the world hasalways seen global changes,4,2,2,1,2,4,3,3,3,3,3,3,NA,2,NA,2,66,3,5,9,2,30000,1,1,3,3,1,4,1,9,4,2,,2,2,2,1,2,1,0,0,0,0,1,2,1
2030,1,1,0.66,0.35982489,3,2,,4,4,2,2,4,4,4,4,6,3,4,3,NA,2,NA,1,54,2,4,9,2,85000,2,1,3,3,3,3,1,4,2,1,,1,6,1,2,2,2,0,0,0,0,2,1,1
2031,1,1,0.39,0.2126238,3,1,,6,2,4,3,4,4,4,4,6,3,3,3,NA,2,NA,2,53,2,4,9,2,75000,2,1,-1,1,1,-1,1,5,3,2,,2,5,1,1,2,2,0,0,0,0,2,1,1
2032,1,1,1.79,0.97588871,2,2,,4,2,3,0,0,0,0,0,2,4,4,4,NA,3,NA,2,74,3,5,11,3,125000,3,1,4,3,1,5,1,3,2,11,,1,5,1,5,2,2,0,0,0,0,2,1,1
2033,1,1,0.74,0.40344002,3,1,,6,4,4,2,4,4,4,4,5,4,4,4,NA,2,NA,1,83,3,6,8,1,30000,1,1,4,4,1,5,1,2,1,2,,2,1,1,5,2,2,0,0,0,0,2,4,1
2034,1,1,0.64,0.3489211,3,1,,6,4,3,2,3,4,4,4,6,4,3,4,NA,3,NA,2,49,2,4,11,3,85000,2,1,3,2,2,2,1,3,2,2,,2,2,1,1,2,1,0,0,0,0,1,1,1
2035,1,1,0.31,0.16900866,3,1,,6,4,4,3,3,4,4,3,6,3,2,4,NA,3,NA,1,65,3,5,12,4,75000,2,1,4,3,3,3,1,3,2,2,,1,5,1,5,2,3,0,0,0,0,3,1,1
2036,1,1,0.69,0.37618056,2,3,cycles of nature,4,2,2,0,0,0,0,0,1,2,3,4,NA,2,NA,2,50,2,4,12,4,175000,3,1,4,1,1,5,1,7,3,2,,1,5,1,7,2,4,0,0,0,0,4,1,1
2037,1,1,0.63,0.34346921,1,2,,4,2,2,2,2,2,2,2,1,2,2,3,NA,2,NA,1,37,2,3,12,4,75000,2,1,4,1,1,5,1,3,2,3,,1,5,1,1,2,4,0,1,1,0,2,1,1
2038,1,1,0.48,0.26169083,1,2,,4,4,2,2,2,2,2,2,5,2,2,2,NA,3,NA,1,54,2,4,10,3,85000,2,1,3,2,2,2,1,2,1,11,,2,1,1,1,2,2,0,0,0,0,2,1,1
2039,1,1,1.24,0.67603463,3,1,,6,4,3,3,3,3,3,3,4,3,3,-1,NA,2,NA,1,66,3,5,4,1,35000,1,1,2,2,2,1,1,3,2,9,,1,5,1,5,1,2,0,0,0,0,2,1,1
2040,1,1,0.84,0.45795895,3,1,,6,2,3,4,4,4,4,4,6,3,4,3,NA,1,NA,1,40,2,3,4,1,35000,1,1,3,3,3,3,1,6,3,1,,1,4,1,1,2,2,0,0,0,0,2,4,1
